ENGLEN412VSB,ENGL EN412VSB 4x12 Vintage 30 Slanted Cabinet,1,110000
ENGLFireBall100Head,ENGL Fire Ball 100 Head,1,151000
ENGLEN112VB,ENGL Vintage 30 112 EN112VB Cabinet,1,46500
ENGLIronBall20EN606,ENGL Iron Ball 20 EN 606 Head,1,98000
SDBkWinterHBSet-B,Seymour Duncan Black Winter Set Humbucker Guitar Pickup Black,1,18000
MicStandOnStage,On Stage DS300B Quik Release Desk Microphone Stand,1,3029.78
SweetWaterBassStringsMartinMSP4850,"Martin MSP-4850 SP - 92/8 Medium Acoustic Bass Strings: .045-.105 Medium Gauge Acoustic Bass Strings, Phosphor Bronze",1,2195
Prestige16012,Prestige Classic Sunburst Flame Maple AAA with Original Hardshell Casing,1,115000
SDNazgulb-B,Seymour Duncan Nazgûl 6 String Bridge Humbucker - Black,1,9000
ReverendMERCALLI5FMViolinBurstFlameMaple,Reverend MERCALLI 5 FM Violin Burst Flame Maple Bass with Original Hard Case,1,99500
ReverendSensei290TobaccoBurst,Reverend Sensei 290 Tobacco Burst with Original Hard Case,1,80000
DunlopStringWinder,Dunlop String Winder,1,350
StewMacLow-profile2-wayTrussRodAcousticGuitar,"Low-profile 2-way Truss Rod for Acoustic Guitar: 14-1/4""",1,1500
MicStandUSDM,Ultimate Support Custom Chrome Dark Magic,1,24000
MicStandHMS401B,Hercules MS 401B Tilt Base,1,11000
DrumsAccessoriesEEQ,Evans EQ Pad Bass Drum Muffler,1,2500
DrumsAccessoriesEG2RP,Evans G2 Coated Rock Pack,1,3950
DrumsAccessoriesKickPort,"KickPort International Bass Drum Enhancer, Black",1,4500
DrumsAccessoriesTTW100,Tama TW100 Tension Watch,1,7500
DrumsSticksNB6000,"Pro-Mark B600 Nylon Bristle Brush (White, Coarse) Pair",1,2200
DrumsSticksPMCR,Pro-Mark Cool Rod Pair,1,1750
CarvinVintage16,"Carvin Vintage 16 watt 1x12"" Combo",1,65000
AllPartsHumbuckingPickupRingsNon-slantedBlackPC-0745-023,"Humbucking pickup ring set. Flat bottoms. Includes one short neck ring and one tall bridge ring. Non-slanted sides. Black Plastic. Outside dimensions 3-1/2"" x 1-3/4"". Inside dimensions 2-3/4"" x 1-1/2""",1,750
EBowPlus,"Ebow EBow Plus Electronic Bow for Guitar: Handheld Battery-powered Electronic ""Energy Bow"" for Guitar",1,8000
SDBooster,Seymour Duncan Booster Alanog Pedal,1,8500
FernandesMontereyBass5DeluxeBlack,Fernandes Monterey® Bass 5 Deluxe Black with Original Hard Case,1,95000
Battery,9 volt,1,300
GuitarAccessoriesDEC,Decibel Eleven Pedal Palette 4 Pedal Looper,1,35000
Bass Bridge,Gotoh High Mass Bridge Golden,1,21500
Pickup Ring,Pickup Ring,1,300
EffectsPedalFulltoneCatalyst,Fulltone CT-1 Catalyst Fuzz/Boost/Overdive Pedal,1,13500
Dunlop6574DunlopBodyGloss,Dunlop 6574 Dunlop Body Gloss Wax: Cream of Carnauba,1,1000
EHXSL,Steel Leather Bass Expander,1,5000
GuitarShredneckJB,"Shredneck Jason Becker Signature Practice Guitar Neck, Shredneck Tuner Tips Black, Gig Bag",1,11000
EHXBM,"EHX Bass Metaphors EQ, Compression and Distortion",1,10000
EHXCTWAH,EHX Crying tone Wah Pedal with Calibration,1,7000
SDVaporTrailAnalogDelay,Seymour Duncan Vapor Trail Analog Delay,1,12500
Prestige16022,Prestige Heritage Hollow Sunburst Quilted Maple AAA with Original Hardshell Casing,1,135000
ReverendUNKNOWNHINSON,Reverend UNKNOWN HINSON with Access Gig Bag,1,95000
Cordoba20TMCE,Cordoba Ukulele 20TM-CE with Original Gig Bag,1,18000
EHXRS,EHX Ravish Sitar (Sitar Emulation Pedal),1,20000
AllParts18-VoltBatteryCompartmentEP-2931-023,"18-Volt Deluxe Battery Compartment, Holds 2 9-Volt batteries, 2-3/16"" x 1-15/16"". Built-in terminals and lead wires. Mounting surface must be at least 2-3/4"" x 2-1/4"" (69.85mm x 57.15mm) and 1-1/4"" (31.75mm) depth required.",1,4000
AllPartsBassNutBN-2864-00T,Nut for 4 string Bass,1,1550
ReverendKingboltBlackZibraPickups,Reverend Kingbolt Guitar Black with Zibra Pickups with Original Hard Case,1,85000
Pickup Screw,Pickup Height Screw for Strat Chrome,1,50
Pickguad,Fender Accessories Standard Telecaster Pickguard - Black 8-Hole,1,3000
Vocal Booth sE Electronics,sE Electronics Reflexion Filter PRO Portable Vocal Booth,1,36800
EFfetsController,One Control Iguana Tail Loop,1,11000
AllParts25KPush/PullPotEP-0225-000,Push/Pull 25K Audio Taper Potentiometer with Nut and Washer,1,1800
GuitarStrapPW,"Planet Waves 3"" Bass Strap Padded (Black)",1,2250
XLR Male Jack,Neutrik XLR Male Jack,1,850
SDSentientn-B,Seymour Duncan Sentient 6 String Neck Humbucker - Black,1,9000
E-Drums,Pearl E-Pro Live Custom - Quilted Maple Fade,1,325000
Great River Preamp,Great River ME-1NV Preamp,1,120000
BassPickupSDSJB-3,Seymour Duncan Jazz Bass® 4-String Quarter Pound SJB-3 Bridge,1,5575
FernandesRavelleBassDeluxeBlackSatin,Fernandes Ravelle® Bass 4 String Deluxe Black Satin,1,85000
AllpartsBP-0023-001,"Vintage style stamped bent steel bridge saddles for Stratocaster®, with springs and screws. Set of 6 nickel finished saddles. 2-3/16"" string spacing. 10.9 x 5.5 x 21mm.",1,3150
SDSH10b-Z,Seymour Duncan SH-10b Full Shred Zebra,1,8000
FernandesMontereyEliteTremBC,Fernandes Monterey® Elite Tremolo Black Cherry with Original Hard Case,1,95000
Exchange,Strings exchange,1,400
ReverendKingboltSatinArmyGreenZibraPickups,Reverend Kingbolt Guitar Satin Army Green with Zibra Pickups with Original Hard Case,1,80000
BreedlovePursuitConcertMahagony,Breedlove Pursuit Concert Mahogany Acoustic-Electric Guitar Natural with original gig bag,1,40500
AllPartsTallSaddleBlackBP-2299-003,"High Saddle for Low Profile Locking Tremolo, Black, with Screw and Block",1,1850
FulltoneCSWAH,Fulltone CLYDE Standard Wah,1,16900
AllPartsMediumSaddleBlackBP-2298-003,"Medium Saddle for Low Profile Locking Tremolo, Black, with Screw and Block",1,1850
AllPartsLowSaddleBlackBP-2297-003,"Low Saddle for Low Profile Locking Tremolo, Black, with Screw & Block",1,1850
SDSH14-B,Seymour Duncan SH14 Custom 5 Alnico Humbucker Pickup,1,7500
Pop Filter,On Stage Pop Blocker,1,2650
Audio Interface,Universal Audio Apollo QUAD - Thunderbolt,1,225000
EHXMBD,EHX Memory Boy Deluxe Delay,1,16500
ReverendVolcanoRAFMRedBurst,Reverend Volcano RA FM Guitar Red Burst with Original Hard Case,1,90000
FernandesRavelleDeluxeTremSusSW,Fernandes Ravelle® Deluxe Tremolo Sustainer Snow White with Original Hard Case,1,95000
AllPartsTHE KEYIntonatingToolLT-0868-000,"The Key"" Intonating Tool for Floyd Rose® Tremolos. Securely holds saddles in place after loosening them. Twist the knob to make micro-adjustments.",1,3000
AllPartsPickguardStratocasterPG-0995-050,1HB 2SC Parchment 3-ply Pickguard for Stratocaster®,1,2450
Midi Cable,Pro Co 1' 5-pin/3-cond MIDI Cable (SN:ME1NV),1,410
AllPartsCarlingDPDTPedalFootSwitchEP-4155-000,Carling #316-PP Double pole double throw (DPDT) Foot Switch for Pedals. 3A 125V.,1,2200
AllPartsNutsandWashersforPlasticJacksEP-4973-000,"Extra nuts and washers for plastic jacks. 2 chrome nuts, 2 black washers, 2 black cone washers.",1,425
AllPartsSwitchcraftWhiteOn-OnSlideSwitchEP-0260-025,"Switchcraft On-On Slide Switch, for Jazzmaster® Jaguar® Brian May, White knob with screws.",1,600
AllPartsCopperShieldingTapeEP-4991-B00,Bulk roll of copper shielding take with conductive adhesive. One roll measuring 10 feet x 12 inches.,1,6200
"AllParts1/16""HeatShrinkBulkPackEP-0074-B00","Heat Shrink Tubing, 1/16 inch I.D. X 2 feet Bulk Pack 20 feet.",1,2400
"AllParts1/8""HeatShrinkBulkPackEP-0073-B00","Heat shrink tubing Bulk Pack 20 feet 1/8"".",1,2400
AllPartsGoldHumbuckingScrewsGS-0012-002,"Humbucking Pickup Mounting Screws (4) Phillips, with Springs, Gold, #3-48 x 1-1/4"". Set of 4.",1,600
AllPartsBlackEVHD-TunaBP-2020-003,Black EVH D-TUNA Drop D Mechanism for Floyd Rose® Locking Tremolos,1,7500
AllPartsGotohNickelFootballJackplateAP-0615-001,Gotoh Nickel Football Jackplate,1,600
SDP250kPotentiometer,Seymour Duncan 250k Potentiometer,1,1250
CordobaGKStudioFlamencoElectro-Acoustic,Cordoba GK Studio Flamenco Electro-Acoustic Guitar with Original Gig Bag,1,53500
DBZBARFMFRTR,DBZ Barchetta Transparent Red (BARFM-FR-TR),1,65000
RocktronBoutiqueSeriesUnityFloorPedalTuner,Rocktron Boutique Series Unity Floor Pedal Tuner,1,10000
Bass Pick,Jim Dunlop Lemmy Tin Pack,1,500
BreedlovePursuitNylon,Breedlove Pursuit Nylon Acoustic-Electric Guitar Natural with original gig bag,1,40500
SWIntellitouchPT10,Intellitouch PT 10 Clip on Tuner,1,3500
ReverendRonAshetonOrange,Reverend Ron Asheton Signature Guitar Orange with Original Hard Case,1,85000
SDSH-12Black,Seymour Duncan SH-12 Screamin' Demon Black,1,9000
SDSH10n-B,Seymour Duncan SH10 Full Shred Neck Black,1,8000
SDSPB4,Seymour Duncan Precision Bass® Passive Steve Harris Signature SPB-4,1,7750
Mic Pre,Manley Mono Microphone Preamplifier ,1,190000
CarvinCTM100TubeCondenserMicrophone,Carvin CTM100 Tube Condenser Microphone,1,45000
FulltoneGSN10SS,Fulltone Gold Standard 10' Cable Straight to Straight,1,3000
FulltonePS,Fulltone Plimsoul,1,17500
Fulltone70BC,Fulltone  70-BC pedal,1,15000
Guitar Effects Processor,Line 6 POD HD500X Guitar Multi-Effects Processor,1,48000
Fulltone69MKII,Fulltone  69 mkII pedal,1,17500
Electric Guitar Hard Shell Case,Reverend Electric Guitar Hard Shell Case,1,12000
Harmonica Holder,Hohner HH-01 Harmonica Holder,1,1150
SDSH1N,Seymour Duncan SH-1n '59 Model (Neck) Black,1,8000
MXRM82,MXR M82 Bass Envelope Filter Pedal,1,15000
CarvinBoltTTransPearlBlue,Carvin BOLT-T Six String Electric Guitar with Wilkinson Tremolo Translucent Pearl Blue with Original Hardshell Casing,1,110000
Tech21BritishV2,Tech 21 SansAmp Character Series British V2,1,15000
AllpartsBP-0071-002GoldTremoloArm,"Screw-in metric tremolo arm, 6mm diameter, Gold finish. Fits most imports and the original Floyd Rose®.",1,960
DBZBARFMFRTGE,DBZ Barchetta Tiger Eye (BARFM-FR-TGE) with Original DBZ Hardcase.,1,65000
FernandesDragonflyDeluxeBlue,Fernandes Dragonfly® Deluxe See Thru Blue with Original Hard Case,1,81500
AllPartsPC-0743-023PickupRings,PC-0743-023 Humbucking Pickup Rings Slanted Black Plastic,1,750
FulltoneMDV,Fulltone Mini Deja'Vibe,1,21500
SDSHR1B-W,Seymour Duncan Hot Rails™ for Strat SHR-1 (Bridge) White,1,7500
SDSH13,"Seymour Duncan ""Dimebag"" Darrell Dimebucker SH-13 (Black)",1,9500
Studio Accessories,On-Stage Stands MBS5500: Articulating Mic Boom with Steel Stand and Zinc-cast C-clamp Mount,1,7900
MXRM87,MXR M87 Bass Compressor,1,18000
SweetwaterOn-StageStandsGS7361,On-Stage Stands GS7361 - 3-Space Foldable Multi Guitar Rack,1,6075
Advance Paid,9400 taka advance paid as per system,1,0
CarvinSNK24PCableSnake,Carvin SNK24P Conventional 100 Feet 24 Channel Cable Snake,1,48500
CarvinB2000-10.4HalfStackBassSystem,"Carvin B2000-10.4 Half Stack Bass System: Package Includes: B2000 Bass Head, BRX10.4 Cabinet and PRO5TL Speaker Cable",1,132000
Acoustic Bass,Breedlove Passport B350/Sme-4 with Gig Bag,1,48000
AcousticGuitarBL,Breedlove Passport C200/SMP with Gig Bag,1,24000
CarvinDB35DollyBoard,Carvin DB35 Dolly Board,1,10000
ReverendMercalli4BassCopperFire,Reverend Mercalli 4 Bass Copper Fire with original Hard Case,1,85000
Apogee Mic,Apogee Mic,1,18000
CarvinXB76EmeraldGreenQuilt,Carvin XB76 Six String Bass Emerald Green Quilt with Original Hardshell casing,1,180000
ReverendKingboltRAMetallicGoldBurst,Reverend Kingbolt RA Guitar Metallic Gold Burst with Original Hard Case,1,85000
AllPartsSperzel6-in-lineGoldLockingTuners-7467-002,"Sperzel Locking Keys, Gold plated, 6L, 12:1, with bushings and washers. String posts have graduated heights . Single pin mount, no mounting screws needed. For 9/16"" - 11/16"" thick headstocks, requires 10mm (13/32"")-diameter holes.",1,17000
SDST591,Seymour Duncan Little ‘59™ for Tele ST59-1  (Bridge) Black,1,7750
SDSSl5-W,Seymour Duncan Strat® Custom Staggered SSL-5 (White),1,6250
SDSHR1B-B,Seymour Duncan Hot Rails™ for Strat SHR-1 (Bridge) Black,1,7500
AllPartsSB-5200-002OriginalFloydRoseLockingTremoloGold,"The original Floyd Rose® locking tremolo system in gold finish. Made in Germany by Schaller. Includes matching R2 locking nut, tremolo arm, string guide, and mounting hardware.",1,45000
AllPartsPK-0154-025WhiteVolumeKnobs,"Volume Knobs (Qty 2), White, for Stratocaster® fits USA split shaft pots",1,600
Drums Maintenance,Dunlop 6400 System 65 Cymbal and Drum Care Kit,1,1750
PowerSupplyAccessory,EHX 9v Power Adaptor,1,1250
Bass Gig Bag,Carvin Bass Gig Bag,1,3000
AllPartsPK-0153-025WhiteToneKnobs,"Tone Knobs (Qty 2), White, for Stratocaster® fits USA split shaft pots",1,600
AllPartsGS-0008-002GoldHumbuckingRingScrews,"Humbucking Pickup Ring Screws (8 pieces), Tall, Gold, #2 x 3/4""",1,550
AllPartsGS-0007-002GoldSingleCoilPickupScrews,"Pickup Mounting Screws (8) for Stratocaster® with Six Springs, Gold, #6 - 32 x 3/4""",1,1100
AllPartsGS-0001-002GoldPickguardScrews,"Gold pickguard screws, 20 pieces, Phillips head, #4 x 1/2 inch.",1,1600
AllPartsPC-0446-025PickupCoversStrat,White plastic pickup cover set for Stratocaster®. No holes. Includes 3 pieces. 3 inch screw hole spacing. Inside dimensions 5/8 x 2 and 11/16 inch.,1,750
DiagoPowerSupplyPowerstationPS01,"Diago Power Supply (PS01) 3A with 1 x Powerstation Base Unit, 1 x Deluxe Daisy Chain, 1 x AC Mains Cable, 1 x Strip of Velcro, 1 x Instruction Manual",1,7500
Tech21ProgBassDriverDI,Tech 21 SansAmp Programmable Bass Driver DI,1,18500
HerculesGuitarStandsGS432B,"Hercules Stands GS432B Hanging Guitar Stand - Triple: Three-space Guitar Stand for Electric, Acoustic, and Bass Guitars, with Specially-formulated Foam Covering, Folding Backrests, and 66 lbs. Capacity",1,12500
Midi Controller,Novation Launchpad Mini: Compact Pad Controller with 64 x Tricolor Backlit Performance Pads and 16 x Programmable Soft Buttons,1,11000
Amp Service,Amp Service and Modification,1,1000
DBZBBRCRX,DBZ Bare Bones Religion Crucifixion (BBR CRX) with Original DBZ Hardcase.,1,50000
MXREVH90,MXR EVH Phase 90,1,12500
Midi Interface,"IK Multimedia iRig PRO Audio/MIDI Interface - iOS/Mac: iOS/USB Audio Interface with Balanced Input, 24-bit Resolution, and 48V Phantom Power - Mac/iOS",1,16000
drums Trigger,ddrum Red Shot Trigger Kit: 5-piece Acoustic Drum Trigger Kit with 4 Snare/Tom Triggers and 1 Kick Trigger,1,12000
ReverendSenseiRAFMBlueBurst,Reverend Sensei RA FM Guitar Blue Burst without Hard Case,1,75000
Tech21BlondeV2,Tech 21 Character Series Blonde V2,1,15000
DunlopClassicalStringSetDVPV101,Dunlop Premier Series Classical Guitar 6 String Set Straight End Normal Tension (DVPV101),1,600
ReverendSixGunIIITobaccoBurst,Reverend Six Gun III Guitar Tobacco Burst with Original Hard Case,1,90000
Carvin TS100 100W Tube Power Amp,Carvin TS100 100W Tube Power Amp,1,60000
WamplerPlextortion,Wampler Plextortion,1,19000
AllPartsSperzel6-in-lineChromeLockingTuners-7467-010,"Sperzel 6-in-line Chrome Locking Tuners: Sperzel Locking Keys, Chrome plated, 6L, 12:1, with bushings and washers. String posts have graduated heights . Single pin mount, no mounting screws needed. For 9/16"" - 11/16"" thick headstocks, requires 10mm (13/32"")-diameter holes.",1,9500
Tech21Leeds,Tech 21 Character Series Leeds,1,15000
FernandesMontereyBass4XBlack,Fernandes Monterey® Bass 4 X Black,1,35000
DunlopStrapLockSLS1032BR,Dunlop Dual Design Straplok System - Bronze,1,1800
DunlopDBN45130,Dunlop Electric Bass 5 Strings Nickel Medium 45-130,1,1800
RotosoundBassStringsRS665LDN,Rotosound RS665LDN Swing Bass 66 Nickel Roundwound Long Scale 5-String Bass Strings .045-.130,1,3000
StrapLkDDBlk,Dunlop Dual Design Straplok System - Black,1,1350
Expression Pedal,Source Audio SA161 Dual Expression Pedal,1,10500
FernandesTrituradorDeluxeBlack,Fernandes Triturador® Deluxe Black with Original Hard Case,1,105000
Vat and Tax,Vat and Tax,1,0
DBZBBRDKA,DBZ Bare Bones Religion Dark Angel (BBR DKA) with Original Hardcase.,1,52500
CarvinV3MCombo,"Carvin V3M Micro Combo 3 Channel Tube Amp: V3 Series 3-channel tube amp, 50 watt with Footswitch (FS44L) and Original heavy Duty Cover.",1,95000
Tech21TradeMark30,Tech 21 Trademark 30 with original cover and footswitch,1,33000
DBZHailfireHFR4FM,DBZ Hailfire Bass FM 4 String Transparent Red (HFR4FM) with Original DBZ Gigbag,1,85050
DBZBBRDVL,DBZ Bare Bones Religion Devil (BBR DVL) without case,1,40000
CordobaClassicalGuitarC5-CE,Cordoba Classical Guitar C5-CE Electro-Acoustic with Original Gig Bag,1,30000
CarvinMB15,Carvin MB15 250 watt Combo Bass Amp,1,45000
DunlopDEN0946,Dunlop Electric Strings Light Top Heavy Bottom Nickel 09-46,1,450
KangertechProTank2,Kanger Tech Pro Tank Glass Atomiser,1,1500
LavaSolderedPedalBoardKitANGLEDLCPKTA,"Lava Soldered Pedal Board Kit : 10 Angled Plugs with 10' Cable, Cutter",1,8500
FenderAmericanDeluxeJazzBass3TSB,"Fender American Deluxe Jazz Bass (3 Color Sunburst) : 4 string Electric Bass with Alder Body, Maple Neck, Rosewood Fingerboard, and 2 Single coil Pickups, 3 color Sunburst with Original Hardshell Casing.",1,160003.2
Installation and Consultancy,Installation and Consultancy,1,20000
Zoom H2n Handy Recorder,Zoom H2n Handy Recorder,1,18000
SDCustomStackPlusS-S6BridgeParchment,Seymour Duncan Custom Stack Plus S-S6 Bridge Parchment,1,7500
SDClassicStackPlusS-S4MiddleParchment,Seymour Duncan Classic Stack Plus S-S4 Middle Parchment,1,7500
SDVintageHotStackPlusS-S7NeckParchment,Seymour Duncan Vintage Hot Stack Plus S-S7 Neck Parchment,1,7500
AllPartsFenderNeckplate099-1445-100,"American Series Guitar Neck Plate, Chrome. Includes 4 mounting screws. Has hole for tilt adjustment. Reads ""Fender® Corona California"". No-Serial Number.",1,2200
MXRM148,MXR M148 Micro Chorus,1,7000
AllPartsFenderStringGuide099-4911-000,"American Series String Guides, Set of 2, Chrome, with hardware",1,1200
AllPartsReplacementNeckforStratSMF,"22 Jumbo modern fretsMaple neck with vintage tinted polyurethane finish12"" radiusNut width 1-5/8""Heel width 2-3/16""Tuning peg hole diameter .340""Truss Rod adjustment at heelNeck thickness .85"" at first fret, .95"" at twelfth fret",1,34000
AllPartsChromeBarrelStringGuidesAP-0727-010,"Barrel String Guides (2) with screws for Guitar, Chrome plated.",1,750
AllPartsChromeJackplateAP-0610-010,"Chrome Jackplate for Stratocaster, With Screws",1,750
AllParts.022AuricapXOCapacitorEP-4392-000,"Auricap XO high resolution capacitor. Sonically transparent . .022 mfd, 600 volt.",1,2200
PrestigeHeritageStandardSBQM,Prestige Heritage Standard Sunburst Quilt Maple AAA with Original Hardshell Casing,1,105000
AllPartsCTS500KSealedPremiumAudioPotEP-4086-000,"500K CTS sealed 283 premium pot, special Allparts audio taper, split shaft, with hardware",1,1500
power accessories,"Voodoo Lab Pedal Power 18-volt Y Cable - 18"" Str-Str Y 18v",1,1000
AllPartsParchmentPearloidTremoloSpringCoverPG-0556-065,"Tremolo Spring Cover, Parchment Pearloid 3-ply (PP/with B)",1,1800
AllPartsSunburstFinishedReplacementBodyforStratSBF-3SB,"Replacement body for Stratocaster®, Alder, Tremolo Routing, with 3-Tone Sunburst finish. Stratocaster® is a registered trademark of Fender® Musical Instruments Corp.",1,42500
AllPartsParchmentPearloidPickguardforStratPG-0552-065,"Pickguard for Stratocaster®, Parchment Pearloid 3-ply (PP/with B) (11 screw holes). Gloss finish with foil conductive shielding on the back.",1,4750
AllPartsGotohSG381-MGTLockingMiniKeysChrome-0768-010,"Gotoh SG381-MGT locking tuning keys, minis, 6-in-line, Chrome with lock knob on back of key, 16:1 ratio. Includes three 18.5mm post length tuners and three 20mm post length tuners.",1,10000
AllPartsBN-2219-00NGraphTechBQL-5000-00PTFENut,Graph Tech BQL-5000-00 TUSQ XL - Stratocaster® style curved bottom nut. PTFE impregnated for permanent lubrication. Fits most American and import Stratocaster® and Telecaster® style guitars.,1,1850
WamplerClarksdaleDeltaOverdriveDistortion,"Wampler Clarksdale Delta Overdrive Pedal: Distortion/Overdrive Guitar Pedal with 3-band EQ, Lift/Smooth Toggle Switch, Drive and Volume Controls, and True Bypass Relay Switch",1,19000
SDSHR1N-B,Seymour Duncan Hot Rails™ for Strat SHR-1 (Neck) Black,1,7500
ReverendBayonetDeepSeaBlueTrem,Reverend Bayonet Guitar Deep Sea Blue Tremolo with Original Hard Case,1,82500
FernandesRetrorocketEliteBlueBurst,Fernandes Retrorocket ® Elite See-thru Blue Burst with Original Hard Case,1,105000
FulltoneSPKRCBL,Fulltone SC6 6' Speaker Cable,1,3500
Input Jack,Input Jack,1,1000
AllPartsTremol-NoPinTypeBP-2005-010,Tremol-No™ Pin Type Tremolo Locking Device with hardware,1,9350
BreedlovePassportC200SMP,Breedlove Passport C200/SMP with Original Gig Bag,1,26000
SDSA3SC,Seymour Duncan Acoustic Guitar SA-3SC Woody Single Coil Pickup,1,5000
Guitar Cabinet,Diamond Vanguard 1x12 Cabinet,1,30000
PrestigeHeritageStandardBlack,Prestige Heritage Standard Black with Original Hardshell Casing,1,90000
FernandesDragonflyProSusAmber,Fernandes Dragonfly® Pro Sustainer See Thru Amber with Carvin Gig Bag,1,53500
Apogee Jam,Apogee Jam,1,9000
SDAHB2B,Seymour Duncan AHB-2b Blackout Metal Bridge Humbucker Black,1,9500
DiagoGuitarAmpHeadLS01,Diago Little Smasher 5W Guitar Amp Head (LS01),1,16500
FernandesMontereyDeluxeTremSusWRS,Fernandes Monterey® Deluxe Tremolo Sustainer Wine Red Satin with Original Hard Case,1,88000
FernandesMontereyBass5XBlack,Fernandes Monterey® Bass 5 X Black,1,40000
CarvinMB10,Carvin MB10 250 watt Combo Bass Amp,1,35000
DunlopDB01,Dunlop Dime Cry Baby From Hell,1,14500
Guitar Strap Button,Carvin E2B STRAP BUTTONS - BLACK (Set of two),1,350
Guitar Jack,Carvin FJ1B BLACK FLUSH MOUNT JACK,1,750
ReverendCharger290TB,Reverend Charger 290 Tobacco Burst with Original Hard case,1,85000
Daisy Chain,Daisy Chain Power Connectors,1,1000
De-Glue Goo,De-Glue Goo dissolves waterbase glues,1,1200
Carvin in ear monitor,Carvin In Ear Monitor,1,38000
FernandesVortexEliteSusBlackBarbWire,Fernandes Vortex® Elite Sustainer Black with White Bevels Barb Wire Fretboard,1,90000
VisualSound1SPOTMultiPlug8Cable,Visual Sound 1 SPOT Multi Plug 8 Cable,1,1650
EHXBBN,EHX Bassballs Nano,1,5500
ProMarkNylonBrushB400,ProMark B400 Retractable Nylon Brush,1,2000
DBZBARFMFRTBU,DBZ Barchetta Transparent Blue (BARFM-FR-TBU) with Original DBZ Hardcase,1,75000
FulltoneTPABYHT,Fulltone True-Path ABY Hard Touch,1,21500
DiagoPowerBlueAdaptorPS04,Diago Blue Adaptor (PS04),1,0
MXRDD11,MXR Dime Distortion,1,11500
DiagoPowerIsolatorAdaptorPS09,Digo Isolator Adaptor (PS09),1,2000
CordobaFlamencoCrossover55FCEThinbody,Cordoba Flamenco Crossover 55FCE Thinbody Electro-Acoustic with Original Humi-Case Hard Case,1,115000
Dunlop6582UltraGlideStringCleanerConditioner,Dunlop 6582 UltraGlide String Cleaner and Conditioner,1,500
ReverendThundergunWineRed,Reverend Thundergun Bass Wine Red with Original Hard Case,1,100000
FloydRoseTheKey,The Key: The unique tool that makes Original Floyd Rose tremolo intonation easy and precise.,1,1200
Tech21Trademark60,Tech 21 Trademark 60 with original cover and footswitch,1,50000
EHXVP,EHX Volume Pedal,1,7000
Wamplerdecibel+,"Wampler decibel+ Buffer/Boost Boost/Buffer Pedal with Variable Gain, True Bypass",1,13500
WamplerLatitudeDeluxeTremolo,"Wampler Latitude Deluxe Tremolo Pedal: Tremolo Pedal with Attack, Depth, Speed, Space, and Level Controls, Note Sub-division Selection, Tap Tempo, Waveform Selector, and True Bypass",1,23000
DecibelElevenPedalPalette,Decibel Eleven Pedal Palette 4 Pedal Looper,1,36500
FernandesRevolverEliteJSSignatureSusRedCam,Fernandes Revolver® Elite JS Signature Sustainer Red Camo with Original Hard Case,1,125000
JamHubBedRoomJHBedRoom,"JamHub BedRoom: 5-section, 15 Audio Channel Silent Rehearsal Studio with XLR and TRS Inputs, Stage Function, Stereo Recording Output, and Built-in Effects.",1,36000
